ingredients,recipe_urls,recipe_name,desc,ingredients_parsed
"[""Women's"", 'Cotton', 'Round', 'Neck', 'Padded', 'Saree', 'Blouse|Free', 'Size|Back', 'Closure|Beige-1,blouse', 'mart']",622.jpeg,blouse mart,Women's Cotton Round Neck Padded Saree Blouse|Free Size|Back Closure|Beige-1,cotton neck padded saree mart
"[""Women's"", 'Embroidered', 'Green', 'Phantom', 'Silk', 'Blouse', 'With', 'Round', 'Neck', '(BL-102-Green)_Free_Size,blouse', 'shubh', 'sanidhya']",623.jpeg,blouse shubh sanidhya,Women's Embroidered Green Phantom Silk Blouse With Round Neck (BL-102-Green)_Free_Size,embroidered phantom silk blouse neck shubh sanidhya
"[""Women's"", 'Art', 'Silk', 'Readymade', 'Saree', 'Blouse', 'Choli', 'Mirchi', 'Fashion', 'Top,blouse', 'sourbh']",624.jpeg,blouse sourbh,Women's Art Silk Readymade Saree Blouse Choli Mirchi Fashion Top,art silk readymade saree blouse choli mirchi fashion sourbh
"[""Women's"", 'Rama', 'Green', 'Art', 'Silk', 'Readymade', 'Saree', 'Blouse-SSB3091-RMGR,blouse', 's', 'salwar', 'studio']",625.jpeg,blouse s salwar studio,Women's Rama Green Art Silk Readymade Saree Blouse-SSB3091-RMGR,rama art silk readymade saree blouse s salwar studio
"['Premium', ""Women's"", 'Cotton', 'Lycra', 'Stretchable', 'Readymade', 'Plain', 'Saree', 'Blouse(Combo', 'of', '3)(PB3-8-73),blouse', 'jelite']",626.jpeg,blouse jelite,Premium Women's Cotton Lycra Stretchable Readymade Plain Saree Blouse(Combo of 3)(PB3-8-73),premium cotton lycra stretchable readymade saree jelite
"['Louis', 'Cotton', 'Lycra', 'Satin', 'Fabric', 'Women', 'Solid', 'Blouse', '(2070-BL-PINK03),blouse', 'louis', 'fashion']",627.jpeg,blouse louis fashion,Louis Cotton Lycra Satin Fabric Women Solid Blouse (2070-BL-PINK03),louis cotton lycra satin fabric woman solid blouse bl louis fashion
"['Yellow', '&', 'Black', 'Kalamkari', 'Hand', 'Block', 'Printed', 'Cotton', 'Casual', 'Readymade', 'Blouse,blouse', 'the', 'weave', 'traveller']",628.jpeg,blouse the weave traveller,Yellow & Black Kalamkari Hand Block Printed Cotton Casual Readymade Blouse,kalamkari hand block printed cotton casual readymade weave traveller
"[""Women's"", 'Cotton', 'Self', 'Design', 'Sleeveless', 'Readymade', 'Saree', 'Blouse', '(X-908.AS),blouse', 'vamas']",629.jpeg,blouse vamas,Women's Cotton Self Design Sleeveless Readymade Saree Blouse (X-908.AS),cotton self design sleeveless readymade saree blouse vamas
"[""Women's"", 'Silk', 'Floral', 'Half', 'Sleeve', 'Readymade', 'Blouse,blouse', 'pujia', 'mills']",630.jpeg,blouse pujia mills,Women's Silk Floral Half Sleeve Readymade Blouse,silk floral sleeve readymade pujia mill
"['Banglori', 'Silk', 'Hand', 'Work', 'Readymade', 'Saree', 'Blouse,blouse', 'v.k.creation']",631.jpeg,blouse v.k.creation,Banglori Silk Hand Work Readymade Saree Blouse,banglori silk hand work readymade saree
"[""Women's"", 'Brocade', '&', 'Georgette', 'Self', 'Design', 'Elbow', 'Sleeves', 'Readymade', 'Saree', 'Blouse', '(X-763),blouse', 'vamas']",632.jpeg,blouse vamas,Women's Brocade & Georgette Self Design Elbow Sleeves Readymade Saree Blouse (X-763),brocade georgette self design elbow sleeve readymade saree blouse vamas
"['Sweetheart', 'Neck', 'Women', 'Blouse,blouse', 'mahadevfab']",633.jpeg,blouse mahadevfab,Sweetheart Neck Women Blouse,sweetheart neck woman mahadevfab
"[""Women's"", 'Brocade', 'Short', 'Sleeves', ""Women's"", 'Saree', 'Blouses,blouse', 'spangel', 'fashion']",634.jpeg,blouse spangel fashion,Women's Brocade Short Sleeves Women's Saree Blouses,brocade short sleeve saree spangel fashion
"['Stretchable', 'Blouse', '28', 'to', '46', 'Size', 'Cotton', 'Lycra', 'for', 'Women', '(Pack', 'of-3),blouse', 'life', 'win']",635.jpeg,blouse life win,Stretchable Blouse 28 to 46 Size Cotton Lycra for Women (Pack of-3),stretchable blouse cotton lycra woman life win
"['Creation', 'Women', 'Solid', 'Regular', 'Cotton', 'Lycra', 'Blouse', 'DARK', 'PINK_(PV-SBLCW-DPK-P),blouse', 'pv']",636.jpeg,blouse pv,Creation Women Solid Regular Cotton Lycra Blouse DARK PINK_(PV-SBLCW-DPK-P),creation woman solid regular cotton lycra blouse sblcw dpk pv
"[""Women's"", 'Cotton', 'Lycra', 'Solid', 'Cap', 'Net', 'Sleeve', 'Crop', 'Top', 'Saree', 'Blouse(RR052B_AU_Black_32-36),blouse', 'auriglam']",637.jpeg,blouse auriglam,Women's Cotton Lycra Solid Cap Net Sleeve Crop Top Saree Blouse(RR052B_AU_Black_32-36),cotton lycra solid cap net sleeve crop top saree auriglam
"[""Women's"", 'Brocade', 'Blouse', 'With', 'All', 'Asscesory', 'of', 'the', 'Blouses', 'Padded(Dyeble', 'Black),blouse', 'a.r.sundaram', 'fashion']",638.jpeg,blouse a.r.sundaram fashion,Women's Brocade Blouse With All Asscesory of the Blouses Padded(Dyeble Black),brocade blouse asscesory blouse fashion
"['Present', 'Multicolor', 'Gamthi(Hand', 'Embroidery)', 'Work', 'Blouse,blouse', 'shreeji', 'fashion']",639.jpeg,blouse shreeji fashion,Present Multicolor Gamthi(Hand Embroidery) Work Blouse,present multicolor work shreeji fashion
"['U-Neck', 'Women', 'Blouse,blouse', 'rene']",640.jpeg,blouse rene,U-Neck Women Blouse,u neck woman rene
"['Round', 'Neck', 'Women', 'Blouse,blouse', 'abhi']",641.jpeg,blouse abhi,Round Neck Women Blouse,neck woman abhi
"[""Women's"", 'Shimmer', 'Lace', 'Sleeves', 'Full', 'Sleeves', 'Stretchable', 'Readymade', 'Non-Padded', 'Blouse,blouse', 'amaira']",642.jpeg,blouse amaira,Women's Shimmer Lace Sleeves Full Sleeves Stretchable Readymade Non-Padded Blouse,shimmer lace sleeve full sleeve stretchable readymade non padded amaira
"[""Women's"", 'Velvet', 'Solid', 'Sleeveless', 'Readymade', 'Saree', 'Blouse', '(X-781NS),blouse', 'vamas']",643.jpeg,blouse vamas,Women's Velvet Solid Sleeveless Readymade Saree Blouse (X-781NS),velvet solid sleeveless readymade saree blouse vamas
"['Cotton', 'Stretch', 'Lycra', 'Round', 'Neck', 'Stretchable', 'Readymade', 'To', 'Wear', 'Saree', 'Blouse', 'With', 'Short', 'Sleeve,blouse', 'nikxtex']",644.jpeg,blouse nikxtex,Cotton Stretch Lycra Round Neck Stretchable Readymade To Wear Saree Blouse With Short Sleeve,cotton stretch lycra neck stretchable readymade wear saree blouse short nikxtex
"['KULLU', 'Jacket', 'Nehru', 'Jacket', 'Reversal', 'Both', 'Side', 'USABLE', 'for', 'Men', 'ONE', 'Side', 'Grey', 'Other', 'Side', 'KINGRY', 'Black,blouse', 'aruna']",645.jpeg,blouse aruna,KULLU Jacket Nehru Jacket Reversal Both Side USABLE for Men ONE Side Grey Other Side KINGRY Black,kullu jacket nehru jacket reversal both side usable men one side grey other side kingry aruna
"[""Women's"", 'Gold', 'Jacquard', 'Readymade', 'Saree', 'Blouse-SSB2993-GOLD,blouse', 's', 'salwar', 'studio']",646.jpeg,blouse s salwar studio,Women's Gold Jacquard Readymade Saree Blouse-SSB2993-GOLD,gold jacquard readymade saree blouse s salwar studio
"['Blouse', 'for', 'Women', 'Round', 'Neck', 'Phantom', 'Silk', 'Gold', 'Kundan', 'with', 'Zari', 'Work', 'Embroidery', 'Stitched,blouse', 'snowin']",647.jpeg,blouse snowin,Blouse for Women Round Neck Phantom Silk Gold Kundan with Zari Work Embroidery Stitched,blouse woman neck phantom silk gold kundan zari work embroidery snowin
"['Trendz', ""Women's"", 'Stiched', 'Readymade', 'Cotton', 'Blouse', 'Free', 'Size', '(30', 'to', '36),blouse', 'jivika']",648.jpeg,blouse jivika,Trendz Women's Stiched Readymade Cotton Blouse Free Size (30 to 36),trendz stiched readymade cotton blouse jivika
"['Embroidery', 'Work', 'Blouse,', 'Khatli', 'Work', 'Blouse,', 'Back', 'Net', 'Sequence', 'Blouse', 'Readymade', 'for', 'Women,blouse', 'yazu', 'lifestyle']",649.jpeg,blouse yazu lifestyle,"Embroidery Work Blouse, Khatli Work Blouse, Back Net Sequence Blouse Readymade for Women",embroidery work khatli work back net sequence blouse readymade yazu lifestyle
"['Orange', '2by', '2', 'Blouse:', 'U', 'Neck', 'in', 'Front&Back,', 'Front', 'Open', 'with', 'Hook', 'Eye', 'Option', 'Stitched', 'Blouse', 'Without', 'Lining&Padding.', 'Unique', 'Blouse', 'Design', 'That', 'Suits', 'Every', 'Stylish', 'Woman.,blouse', 'athreya']",650.jpeg,blouse athreya,"Orange 2by 2 Blouse: U Neck in Front&Back, Front Open with Hook Eye Option Stitched Blouse Without Lining&Padding. Unique Blouse Design That Suits Every Stylish Woman.",orange u neck front open hook eye option stitched blouse without unique blouse design that suit every stylish athreya
"['Velvet', ""Women's"", 'Readymade', 'Saree', 'Blouse', 'Pack', 'of', '2', 'Blouses(Pink', '&', 'Purple),blouse', 'aaradhya', 'enterprises']",651.jpeg,blouse aaradhya enterprises,Velvet Women's Readymade Saree Blouse Pack of 2 Blouses(Pink & Purple),velvet readymade saree blouse pack aaradhya enterprise
"[""Women's"", 'Cotton', 'Striped', 'Elbow', 'Sleeves', 'Readymade', 'Saree', 'Blouse', '(X-918.ELB),blouse', 'vamas']",652.jpeg,blouse vamas,Women's Cotton Striped Elbow Sleeves Readymade Saree Blouse (X-918.ELB),cotton striped elbow sleeve readymade saree blouse vamas
"[""Women's"", 'Cotton', 'Stretchable', 'Lycra', 'Blouse,blouse', 'bolly', 'lounge']",653.jpeg,blouse bolly lounge,Women's Cotton Stretchable Lycra Blouse,cotton stretchable lycra bolly lounge
"['Angel', ""CollectionWomen's"", 'Soft', 'Pure', 'Nylon', 'Readymade', 'Blouse', 'with', 'Chiffli', 'Embroidery', 'Thread', 'and', 'Sequence', 'Work,blouse', 'generic']",654.jpeg,blouse generic,Angel CollectionWomen's Soft Pure Nylon Readymade Blouse with Chiffli Embroidery Thread and Sequence Work,angel pure nylon readymade blouse chiffli embroidery thread sequence generic
"['AVR', 'Luxe', 'Plain', 'Velvet', 'Blouse', 'Full', 'Stitched', 'up38inc.,blouse', 'generic']",655.jpeg,blouse generic,AVR Luxe Plain Velvet Blouse Full Stitched up38inc.,avr luxe velvet blouse full stitched generic
"[""Women's"", 'Cotton', 'Solid', 'Short', 'Sleeve', 'Blouses', 'With', 'Blouse', 'Piece', '(200', 'Black', 'Chiku', 'Grey_Black_X-Large),blouse', 'gogurl', '⊓', 'you', 'deserve', 'the', 'best']",656.jpeg,blouse gogurl ⊓ you deserve the best,Women's Cotton Solid Short Sleeve Blouses With Blouse Piece (200 Black Chiku Grey_Black_X-Large),cotton solid short sleeve blouse blouse chiku gogurl you deserve best
"['Cottons', 'Unstitched', 'Saree', 'Blouse', 'Fabric', '(Multicolor,', 'Free', 'Size)', '-', 'Pack', 'of', '15,', '0.8m', 'Each', '-HA52,blouse', 'cotton', 'colors']",657.jpeg,blouse cotton colors,"Cottons Unstitched Saree Blouse Fabric (Multicolor, Free Size) - Pack of 15, 0.8m Each -HA52",cotton unstitched saree blouse fabric pack each cotton color
"['Readymade', 'Padded', 'Blouse', 'for', 'Women', '&', ""Girl's"", '(Malticolour,', '28', 'to', '34', 'Size)', '(Pack', 'of', '2),blouse', 'lookstar']",658.jpeg,blouse lookstar,"Readymade Padded Blouse for Women & Girl's (Malticolour, 28 to 34 Size) (Pack of 2)",readymade padded blouse woman lookstar
"[""Women's"", 'Cotton', 'Lycra', 'Solid', 'Elbow', 'Sleeves', 'Readymade', 'Saree', 'Blouse', '(A-67),blouse', 'vamas']",659.jpeg,blouse vamas,Women's Cotton Lycra Solid Elbow Sleeves Readymade Saree Blouse (A-67),cotton lycra solid elbow sleeve readymade saree blouse vamas
"['WIDEHAVEN', ""Women's"", 'Multicolor', 'Thread', 'Embroidery', 'Handwork', 'Zari', 'Sequence', 'Work', 'Phantom', 'Silk', 'Readymade', 'Blouse', 'for', 'Saree', 'and', 'Lehenga', 'Choli', 'Green,blouse', 'widehaven', 'fashion']",660.jpeg,blouse widehaven fashion,WIDEHAVEN Women's Multicolor Thread Embroidery Handwork Zari Sequence Work Phantom Silk Readymade Blouse for Saree and Lehenga Choli Green,widehaven multicolor thread embroidery handwork zari sequence work phantom silk readymade blouse saree lehenga choli widehaven fashion
"[""Women's"", 'Cotton', 'Readymade', 'Stretchable', 'Blouse,blouse', 'sanmati', 'creation']",661.jpeg,blouse sanmati creation,Women's Cotton Readymade Stretchable Blouse,cotton readymade stretchable sanmati creation
"[""Women'S"", 'Satin', 'Crepe', 'Saree', 'With', 'Blouse', 'Piece', '(Cream_Free', 'Size', '),blouse', 'applecreation']",662.jpeg,blouse applecreation,Women'S Satin Crepe Saree With Blouse Piece (Cream_Free Size ),satin crepe saree blouse applecreation
"['Presents', ""Women's"", 'Cotton', 'Lycra', 'Stretchable', 'Readymade', 'Blouse,blouse', 'fabwomen']",663.jpeg,blouse fabwomen,Presents Women's Cotton Lycra Stretchable Readymade Blouse,present cotton lycra stretchable readymade fabwomen
"['WIDEHAVEN', ""Women's"", 'Multicolour', 'Rose', 'Flower', 'Embroidery', 'and', 'Sequins', 'Work', 'Design', 'Malbari', 'Silk', 'Readymade', 'Blouse', 'Saree', 'for', 'Lehenga', 'Choli,blouse', 'widehaven', 'fashion']",664.jpeg,blouse widehaven fashion,WIDEHAVEN Women's Multicolour Rose Flower Embroidery and Sequins Work Design Malbari Silk Readymade Blouse Saree for Lehenga Choli,widehaven multicolour rose flower embroidery sequin work design malbari silk readymade blouse saree lehenga widehaven fashion
"[""Women's"", 'Dupion', 'Silk', 'Solid', 'Cap', 'Sleeve', 'Saree', 'Blouse,blouse', 'artena']",665.jpeg,blouse artena,Women's Dupion Silk Solid Cap Sleeve Saree Blouse,dupion silk solid cap sleeve saree artena
"[""Women's"", 'Round', 'Neck', 'Design', 'Embroidery', 'Phantom', 'silk', 'fabric', 'Readymade', 'Blouse', '(38', '+', '4inch', 'Margin)(Rama),blouse', 'mesmore']",666.jpeg,blouse mesmore,Women's Round Neck Design Embroidery Phantom silk fabric Readymade Blouse (38 + 4inch Margin)(Rama),neck design embroidery phantom silk fabric readymade blouse mesmore
"[""Women's"", 'Regular', '(Bollywood', 'Blouse_Multicolor', '38),blouse', 'pujia', 'mills']",667.jpeg,blouse pujia mills,Women's Regular (Bollywood Blouse_Multicolor 38),regular pujia mill
"['Round', 'Neck', 'Women', 'Blouse,blouse', 'fabwomen']",668.jpeg,blouse fabwomen,Round Neck Women Blouse,neck woman fabwomen
"['cottan', 'Blouse', '(Multi),blouse', 'yogeshwar', 'creation']",669.jpeg,blouse yogeshwar creation,cottan Blouse (Multi),cottan blouse yogeshwar creation
"[""Women's"", 'jacquard', 'Black', 'Blouse', 'With', 'Round', 'Neck', '(BL-20048-Black)_Free_Size,blouse', 'fab', 'dadu']",670.jpeg,blouse fab dadu,Women's jacquard Black Blouse With Round Neck (BL-20048-Black)_Free_Size,jacquard blouse neck fab dadu
